record_id,asset_id,description,site_description,asset_type,asset_group,local_board,planning_area,replacement_value_nzd,criticality_score,coastal_current_eal_nzd,coastal_slr_1m_eal_nzd,liquefaction_overlap_matches,liquefaction_vulnerability,liquefaction_mapped,liquefaction_review_flag,liquefaction_unrecognised_category,coastal_current_exposed,coastal_slr_1m_exposed,screening_flag_count,screening_attention
park-1910,33742-B003-100,Westhaven - (C Pier) Toilets,Westhaven Marina North,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-1915,33744-B004-100,Westhaven - (T Pier) Toilets,Westhaven Marina South,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-1974,24810-B004-151,Composting Toilet - South Browns Island,Browns Island (Motukorea) Regional Park,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,41955.75,41955.75,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-198,10529-B001-151,Clarks Beach Yacht Club Toilet,Clarks Beach Boat Ramp,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-2009,21994-B001-151,Public toilet,Hobsonville Esplanade,Public Toilet,Building Level 3,Upper Harbour,Upper Harbour,450000.0,3,41955.75,41955.75,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-222,10626-B001-151,Kawakawa Bay Boat Ramp Toilet & Change,Kawakawa Coast Rd Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-253,10754-B002-151,Toilet-Sailing Club(Bramley Drive Res),Bramley Drive Reserve,Public Toilet,Building Level 3,Howick,Howick,450000.0,3,16278.75,41955.75,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-36,10020-B001-151,Toilet - T10 (Panmure Basin Yacht Club),Panmure Basin/Peterson Reserve,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-373,21160-B001-151,Toilet-Castor Bay Beach Public Toilets,Rahopara Pa (Kennedy Point),Public Toilet,Building Level 3,Devonport-Takapuna,Devonport-Takapuna,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-380,21933-B001-151,Toilet-End Of Driveway Into Reserve,Sandspit Reserve - Waiuku,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-383,22165-B001-151,Toilet-15m East Of Boatramp,Point Wells Foreshore Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-384,22175-B001-151,Toilet-Opposite Wharf,Port Albert Wharf Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,41955.75,41955.75,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-392,22448-B001-151,Toilet- (Campbells Beach Reserve),Campbells Beach Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-408,10488-B087-151,Toilet - Kakamatua Composting - Wtks,Waitakere South Regional Park,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-442,10927-B001-151,Onepoto Domain Toilets,Onepoto Domain,Public Toilet,Building Level 3,Kaipatiki,Kaipatiki,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-498,11369-B001-151,Toilet-Titirangi Beach,Titirangi Beach,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,41955.75,41955.75,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-5,10035-B001-151,Toilet - Wi10 (Wharf Road),Ostend Domain,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-525,20073-B001-151,Rothesay Bay Beach Public Toilets,Rothesay Bay Beach Reserve,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-544,21063-B001-151,Toilet- (Wood Bay Reserve)Water Front,Wood Bay Reserve,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-556,22237-B002-151,Toilet-At Ferry Terminal,Sandspit Reserve - Rodney,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,16278.75,41955.75,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-558,22354-B001-151,Toilet-Next To Boat Ramp Sea End Of,Ariki Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-559,22373-B001-151,Toilet- (Cement Works)New Toilet Block,Cement Works,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-562,22445-B001-151,Toilet-Btwn Sign & Tennis Courts,Baddeleys Beach Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-595,20805-B001-151,Toilet- (Halls Beach),Clarks Beach-Halls Beach Access,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-596,20823-B001-151,Toilet-Taylors Bay Road Reserve,Taylors Bay Road Reserve,Public Toilet,Building Level 3,Puketapapa,Puketapapa,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-639,10158-B003-151,Toilet-T39 (Seaside Park)-By carpark,Seaside Park,Public Toilet,Building Level 3,Mangere-Otahuhu,Mangere-Otahuhu,450000.0,3,0.0,41955.75,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-678,10488-B036-151,Septic Toilet Pine Ave Mens - Wtks,Waitakere South Regional Park,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-679,10488-B088-151,Little Huia Toilet - Wtks,Waitakere South Regional Park,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-683,10497-B025-151,Karewa Avenue Toilet Block-Waha,Waharau Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-716,10998-B002-152,Toilet-Timber (Devonport Domain),Devonport Domain,Public Toilet,Building Level 3,Devonport-Takapuna,Devonport-Takapuna,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-738,20007-B003-151,Toilet-Brick (Windsor Reserve),Windsor Reserve,Public Toilet,Building Level 3,Devonport-Takapuna,Devonport-Takapuna,450000.0,3,7222.5,41955.75,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-747,20119-B002-151,Toilet-Scotts Landing Next To Boat Ramp,Streetscape - Rodney,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,41955.75,41955.75,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-766,21480-B002-151,Toilet-Beside Playground,Big Bay Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-772,22157-B001-151,Toilet-Southern Side Of Accessway 30m,Opahi Bay Beach Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-775,22255-B001-151,Toilet-Front Of Carpark,Matheson Bay Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-806,10736-B002-151,Toilet-Kiwi Esplanade Boat Ramp-Exeloo,Kiwi Esplanade (Boat Ramp),Public Toilet,Building Level 3,Mangere-Otahuhu,Mangere-Otahuhu,450000.0,3,3712.500000000001,41955.75,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-876,22381-B001-151,Toilet-(Wade River Road Reserves & Berm),Wade River Road Reserves & Berm,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-889,20171-B002-101,Public Toilet - (Wilsons Beach & access),Clarks Beach-Wilson Beach Access,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,7222.5,41955.75,1,Damage Unlikely,True,False,False,True,True,1,Coastal inundation only
park-581,20035-B001-151,Kiwi Esplanade Club Toil & Changing rms,Kiwi Esplanade (Bird Refuge & Pump Hse),Toilet/Changing,Building Level 3,Mangere-Otahuhu,Mangere-Otahuhu,800000.0,3,0.0,28940.0,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1013,20823-L100-230-EXW-001,PS_Playground Rqu11,Taylors Bay Road Reserve,Playground - Public Access,Playground Location,Puketapapa,Puketapapa,300000.0,2,2475.0,27970.5,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-1029,10035-L100-230-EXW-001,PS_Playground Rq698,Ostend Domain,Playground - Public Access,Playground Location,Waiheke,Waiheke-Great Barrier,300000.0,2,4815.0,27970.5,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-1046,21819-L100-230-EXW-001,PS_Playground,Brylee Drive Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,27970.5,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-1051,10529-L100-230-EXW-001,PS_Playground,Clarks Beach Boat Ramp,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,10852.5,27970.5,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-1052,20509-L100-230-EXW-001,PS_Playground,Kelvin Strand,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,27970.5,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-1063,10605-L100-230-EXW-001,PS_Playground,Whitford Point Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1095,21423-L100-230-EXW-001,PS_Playground,Laingholm Reserve,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1124,10845-L100-230-EXW-001,PS_Playground,Cockle Bay Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1139,22445-L100-230-EXW-001,PS_Playground (Whole)-,Baddeleys Beach Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1148,10391-L100-230-EXW-001,PS_Playground,Blockhouse Bay Beach Reserve,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1180,21480-L100-230-EXW-001,PS_Playground,Big Bay Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1218,11088-L100-230-EXW-001,PS_Playground (Whole)-,Wairoa Road Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,27970.5,27970.5,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-1220,22175-L100-230-EXW-001,PS_Playground-Main Play Area,Port Albert Wharf Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1253,20684-L100-230-EXW-001,PS_Playground Raa88,Motairehe 1,Playground - Public Access,Playground Location,Aotea/Great Barrier,Waiheke-Great Barrier,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1309,10736-L100-230-EXW-001,PS_Playground,Kiwi Esplanade (Boat Ramp),Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,4815.0,27970.5,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-1327,20919-L100-230-EXW-001,PS_Playground (Whole)-,Rotary Grove (Northcote),Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1336,20299-L100-230-EXW-001,PS_Playground (Whole)-,Melrose Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1372,22448-L100-230-EXW-001,PS_Playground (Whole)-,Campbells Beach Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1406,11246-L100-230-EXW-001,PS_Playground (Whole) - Foreshore,Shelly Beach Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,27970.5,27970.5,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-1417,20291-L100-230-EXW-001,PS_Playground (Whole)-,Lansdowne Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1463,10020-L100-230-EXW-002,PS_Playground Rwv67 Off 98 Ireland,Panmure Basin/Peterson Reserve,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,10852.5,27970.5,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-1471,21244-L100-230-EXW-001,PS_Playground,Te Toro Recreation Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1539,22165-L100-230-EXW-001,PS_Playground (Whole)-,Point Wells Foreshore Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-1553,20447-L100-230-EXW-001,PS_Playground (Whole)-,Holloway Reserve (Prev Aramoana Reserve),Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1555,10927-L100-230-EXW-001,PS_Playground (Whole)-,Onepoto Domain,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,27970.5,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-1595,21933-L100-230-EXW-001,PS_Playground,Sandspit Reserve - Waiuku,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,27970.5,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-1698,22175-L100-230-EXW-002,PS_Playground-Boat Sandpit,Port Albert Wharf Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,27970.5,27970.5,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-1759,12942-L151-230-EXW-001,PS_Playground (Whole)-,Hilders Park,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,27970.5,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-923,10236-L100-230-EXW-L01,PS_Playground,Parnell Salt Water Baths,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,10852.5,27970.5,1,Very Low,True,False,False,True,True,1,Coastal inundation only
park-972,11369-L100-230-EXW-001,PS_Playground,Titirangi Beach,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,27970.5,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-982,10928-L152-230-EXW-001,PS_Playground,Kauri Point Reserve,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,27970.5,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-614,22669-B001-100,Changing Rm-Adj To Beach Front Aprx 100m,Armour Bay Reserve,Changing Shed,Building Level 3,Waitakere Ranges,Waitakere Ranges,650000.0,2,0.0,23513.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-182,10488-B077-151,Vault Toilets Fire Break - Wtks,Waitakere South Regional Park,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,16278.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1923,22376-B003-151,Toilet-Big Omaha Wharf,Big Omaha Wharf,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,16278.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-216,10605-B001-151,Kawakawa Bay Whitford Park Toilets,Whitford Point Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,16278.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-218,10613-B001-151,Toilet-Subritzky Ramp(Ara Tai Esplanade),Ara Tai Esplanade Reserve,Public Toilet,Building Level 3,Howick,Howick,450000.0,3,0.0,16278.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-280,10470-B004-151,Long Drop Toilet-Brook Rd Esp Reserve,Awhitu Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,16278.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-321,11246-B002-151,Toilet-(Shelly Beach Reserve)50m South,Shelly Beach Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,16278.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-37,10020-B006-151,Toilet - T11,Panmure Basin/Peterson Reserve,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,16278.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
